target_listing_key,ticker,target_exchange,official_name,official_asset_type,official_isin,official_source_key,existing_listing_keys,existing_exchanges,existing_names,existing_asset_types,existing_isins,same_isin_listing_keys,identity_evidence,collision_risk_flags,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
BSE_IN::UNIONBANK,UNIONBANK,BSE_IN,Union Bank of India,Stock,INE692A01016,bse_india_scrips,NSE_IN::UNIONBANK,NSE_IN,Union Bank of India,Stock,INE692A01016,NSE_IN::UNIONBANK,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Verify issuer structure to determine if same legal entity across exchanges.,Same ISIN and name indicate cross-listing of the same security on BSE_IN and NSE_IN.,"Cross-listing requires issuer merge or link decision, not automatic application.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
CSE_MA::IAM,IAM,CSE_MA,ITISSALAT AL-MAGHRIB,Stock,MA0000011488,cse_ma_listed_companies,Euronext::IAM,Euronext,Itissalat Al-Maghrib,Stock,MA0000011488,CSE_MA::ITISSALAT-|Euronext::IAM,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Verify issuer structure to determine if same legal entity across exchanges.,Same ISIN and name indicate cross-listing of the same security on CSE_MA and Euronext.,"Cross-listing requires issuer merge or link decision, not automatic application.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::0SWE,0SWE,Euronext,OSSIAM MSCI WORLD - UCITS ETF 1C (EUR),ETF,LU3078637660,euronext_etfs,XETRA::0SWE,XETRA,Ossiam MSCI World - UCITS ETF 1C (EUR),ETF,LU3078637660,XETRA::0SWE,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Verify issuer structure to determine if same legal entity across exchanges.,Same ISIN and name indicate cross-listing of the same ETF on Euronext and XETRA.,"Cross-listing requires issuer merge or link decision, not automatic application.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::0USE,0USE,Euronext,Ossiam S&P500 - UCITS ETF 1C (EUR),ETF,LU2997383372,euronext_etfs,XETRA::0USE,XETRA,Ossiam S&P500 - UCITS ETF 1C (EUR),ETF,LU2997383372,XETRA::0USE,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Verify issuer structure to determine if same legal entity across exchanges.,Same ISIN and name indicate cross-listing of the same ETF on Euronext and XETRA.,"Cross-listing requires issuer merge or link decision, not automatic application.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::1PAS,1PAS,Euronext,WISDOMTREE PALLADIUM 1X DAILY SHORT,ETF,IE00B94QLR02,euronext_etfs,LSE::1PAS,LSE,WisdomTree Palladium 1x Daily Short,ETF,IE00B94QLR02,LSE::1PAS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None, ISIN and name match is conclusive.",Same ISIN (IE00B94QLR02) and identical name confirm this is the same ETF cross-listed on Euronext and LSE.,"Cross-listing detected; database action requires manual review to link as related instrument, not duplicate or merge.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::2PAL,2PAL,Euronext,WISDOMTREE PALLADIUM 2X DAILY LEVERAGED,ETF,IE00B94QLN63,euronext_etfs,LSE::2PAL,LSE,WisdomTree Palladium 2x Daily Leveraged,ETF,IE00B94QLN63,LSE::2PAL,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None, ISIN and name match is conclusive.",Same ISIN (IE00B94QLN63) and identical name confirm this is the same ETF cross-listed on Euronext and LSE.,"Cross-listing detected; database action requires manual review to link as related instrument, not duplicate or merge.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::32ID,32ID,Euronext,iShares iBonds Dec 2032 Term $ Corp UCITS ETF USD (Dist),ETF,IE00049LEBV0,euronext_etfs,SIX::32ID,SIX,iShares iBonds Dec 2032 Term $ Corp UCITS ETF USD (Dist),ETF,IE00049LEBV0,SIX::32ID,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None, ISIN and name match is conclusive.",Same ISIN (IE00049LEBV0) and identical name confirm this is the same ETF cross-listed on Euronext and SIX.,"Cross-listing detected; database action requires manual review to link as related instrument, not duplicate or merge.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::34ID,34ID,Euronext,iShares iBonds Dec 2034 Term $ Corp UCITS ETF USD (Dist),ETF,IE000VVBM1F6,euronext_etfs,SIX::34ID,SIX,iShares iBonds Dec 2034 Term $ Corp UCITS ETF USD (Dist),ETF,IE000VVBM1F6,SIX::34ID,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None, ISIN and name match is conclusive.",Same ISIN (IE000VVBM1F6) and identical name confirm this is the same ETF cross-listed on Euronext and SIX.,"Cross-listing detected; database action requires manual review to link as related instrument, not duplicate or merge.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3CFL,3CFL,Euronext,WISDOMTREE COFFEE 3X DAILY LEVERAGED,ETF,JE00BYQY3Z98,euronext_etfs,LSE::3CFL,LSE,WisdomTree Coffee 3x Daily Leveraged,ETF,JE00BYQY3Z98,LSE::3CFL,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,"None, ISIN and name match is conclusive.",Same ISIN (JE00BYQY3Z98) and identical name confirm this is the same ETF cross-listed on Euronext and LSE.,"Cross-listing detected; database action requires manual review to link as related instrument, not duplicate or merge.",manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3D3D,3D3D,Euronext,ROBECO 3D EUROPEAN EQUITY UCITS ETF EUR ACC,ETF,IE0007WLHX89,euronext_etfs,XETRA::3D3D,XETRA,Robeco 3D European Equity UCITS ETF EUR Acc,ETF,IE0007WLHX89,XETRA::3D3D,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,No additional evidence needed; ISIN match and name match confirm cross-listing.,"Target listing on Euronext shares ISIN IE0007WLHX89 with existing XETRA listing, exact name match confirms same Robeco ETF cross-listed. No conflict.",,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3DCE,3DCE,Euronext,Robeco 3D EUR Enhanced Index Credits UCITS ETF EUR Acc,ETF,IE000PUAKZP8,euronext_etfs,XETRA::3DCE,XETRA,Robeco 3D EUR Enhanced Index Credits UCITS ETF EUR Acc,ETF,IE000PUAKZP8,XETRA::3DCE,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,No additional evidence needed; ISIN match and name match confirm cross-listing.,"Target listing on Euronext shares ISIN IE000PUAKZP8 with existing XETRA listing, exact name match confirms same Robeco ETF cross-listed. No conflict.",,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3DCG,3DCG,Euronext,Robeco 3D Global Enhanced Index Credits UCITS ETF USD Acc,ETF,IE000JJMOWY0,euronext_etfs,XETRA::3DCG,XETRA,Robeco 3D Global Enhanced Index Credits UCITS ETF USD Acc,ETF,IE000JJMOWY0,XETRA::3DCG,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,No additional evidence needed; ISIN match and name match confirm cross-listing.,"Target listing on Euronext shares ISIN IE000JJMOWY0 with existing XETRA listing, exact name match confirms same Robeco ETF cross-listed. No conflict.",,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3DGL,3DGL,Euronext,ROBECO 3D GLOBAL EQUITY UCITS ETF USD ACC,ETF,IE000Q8N7WY1,euronext_etfs,XETRA::3DGL,XETRA,Robeco 3D Global Equity UCITS ETF USD Acc,ETF,IE000Q8N7WY1,XETRA::3DGL,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,No additional evidence needed; ISIN match and name match confirm cross-listing.,"Target listing on Euronext shares ISIN IE000Q8N7WY1 with existing XETRA listing, exact name match confirms same Robeco ETF cross-listed. No conflict.",,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3DUS,3DUS,Euronext,ROBECO 3D US EQUITY UCITS ETF USD ACC,ETF,IE000XERHYF0,euronext_etfs,XETRA::3DUS,XETRA,Robeco 3D US Equity UCITS ETF USD Acc,ETF,IE000XERHYF0,XETRA::3DUS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,No additional evidence needed; ISIN match and name match confirm cross-listing.,"Target listing on Euronext shares ISIN IE000XERHYF0 with existing XETRA listing, exact name match confirms same Robeco ETF cross-listed. No conflict.",,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3EUS,3EUS,Euronext,WisdomTree EURO STOXX 50 3x Daily Short,ETF,XS3306517502,euronext_etfs,LSE::3EUS,LSE,WisdomTree EURO STOXX 50 3x Daily Short,ETF,XS3306517502,LSE::3EUS|LSE::3LES|XETRA::PCFC,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.85,"Official cross-listing confirmation from issuer or Euronext, or active listing verification.","Same official ISIN (XS3306517502), exact name match, and consistent asset type between Euronext and LSE indicate the same ETF security. Existing LSE listing and other ISIN-matched listings strengthen this.",Awaiting human review to confirm cross-listing status and apply masterfile collision resolution policies.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3GOL,3GOL,Euronext,WISDOMTREE GOLD 3X DAILY LEVERAGED,ETF,IE00B8HGT870,euronext_etfs,LSE::3GOL,LSE,WisdomTree Gold 3x Daily Leveraged,ETF,IE00B8HGT870,LSE::3GOL|LSE::3LGO|XETRA::PCFP,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.85,"Official cross-listing confirmation from issuer or Euronext, or active listing verification.","Same official ISIN (IE00B8HGT870), exact name match, and consistent asset type between Euronext and LSE indicate the same ETF security. Existing LSE listing and other ISIN-matched listings strengthen this.",Awaiting human review to confirm cross-listing status and apply masterfile collision resolution policies.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3GOS,3GOS,Euronext,WISDOMTREE GOLD 3X DAILY SHORT,ETF,IE00B6X4BP29,euronext_etfs,LSE::3GOS,LSE,WisdomTree Gold 3x Daily Short,ETF,IE00B6X4BP29,LSE::3GOS|LSE::3SGO|XETRA::PCFN,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.85,"Official cross-listing confirmation from issuer or Euronext, or active listing verification.","Same official ISIN (IE00B6X4BP29), exact name match, and consistent asset type between Euronext and LSE indicate the same ETF security. Existing LSE listing and other ISIN-matched listings strengthen this.",Awaiting human review to confirm cross-listing status and apply masterfile collision resolution policies.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3HCL,3HCL,Euronext,WISDOMTREE COPPER 3X DAILY LEVERAGED,ETF,IE00B8JVMZ80,euronext_etfs,LSE::3HCL,LSE,WisdomTree Copper 3x Daily Leveraged,ETF,IE00B8JVMZ80,LSE::3HCL,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.85,"Official cross-listing confirmation from issuer or Euronext, or active listing verification.","Same official ISIN (IE00B8JVMZ80), exact name match, and consistent asset type between Euronext and LSE indicate the same ETF security. Existing LSE listing strengthens this.",Awaiting human review to confirm cross-listing status and apply masterfile collision resolution policies.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3HCS,3HCS,Euronext,WISDOMTREE COPPER 3X DAILY SHORT,ETF,XS3306516959,euronext_etfs,LSE::3HCS,LSE,WisdomTree Copper 3x Daily Short,ETF,XS3306516959,LSE::3HCS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.85,"Official cross-listing confirmation from issuer or Euronext, or active listing verification.","Same official ISIN (XS3306516959), exact name match, and consistent asset type between Euronext and LSE indicate the same ETF security. Existing LSE listing strengthens this.",Awaiting human review to confirm cross-listing status and apply masterfile collision resolution policies.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3LNV,3LNV,Euronext,GRANITESHARES 3X LONG NVIDIA DAILY ETP,ETF,XS2734938835,euronext_etfs,LSE::3LNV,LSE,GraniteShares 3x Long NVIDIA Daily ETP,ETF,XS2734938835,LSE::3LNV|LSE::3LVP,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official exchange documentation confirming cross-listing treatment or distinct listing status.,"Official ISIN, name, and asset type match existing LSE listing exactly; strong evidence of same GraniteShares 3x Long NVIDIA Daily ETP cross-listed on Euronext and LSE.",Cross-listing; automatic application would duplicate security without verifying exchange-specific listing rules.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3LTS,3LTS,Euronext,GRANITESHARES 3X LONG TESLA DAILY ETP,ETF,XS2656472193,euronext_etfs,LSE::3LTS,LSE,GraniteShares 3x Long Tesla Daily ETP,ETF,XS2656472193,LSE::3LTE|LSE::3LTP|LSE::3LTS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official exchange documentation confirming cross-listing treatment or distinct listing status.,"Official ISIN, name, and asset type match existing LSE listing exactly; strong evidence of same GraniteShares 3x Long Tesla Daily ETP cross-listed on Euronext and LSE.",Cross-listing; automatic application would duplicate security without verifying exchange-specific listing rules.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3LUB,3LUB,Euronext,GRANITESHARES 3X LONG UBER DAILY ETP,ETF,XS2662640973,euronext_etfs,LSE::3LUB,LSE,GraniteShares 3x Long Uber Daily ETP,ETF,XS2662640973,LSE::3LUB|LSE::3LUP,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official exchange documentation confirming cross-listing treatment or distinct listing status.,"Official ISIN, name, and asset type match existing LSE listing exactly; strong evidence of same GraniteShares 3x Long Uber Daily ETP cross-listed on Euronext and LSE.",Cross-listing; automatic application would duplicate security without verifying exchange-specific listing rules.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3NGS,3NGS,Euronext,WISDOMTREE NATURAL GAS 3X DAILY SHORT,ETF,XS2819843223,euronext_etfs,LSE::3NGS,LSE,WisdomTree Natural Gas 3x Daily Short,ETF,XS2819843223,LSE::3LGS|LSE::3NGS|XETRA::NGXS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official exchange documentation confirming cross-listing treatment or distinct listing status.,"Official ISIN, name, and asset type match existing LSE listing; ISIN also listed on XETRA, confirming cross-exchange nature of WisdomTree Natural Gas 3x Daily Short ETP.",Cross-listing; automatic application would duplicate security without verifying exchange-specific listing rules.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3SIL,3SIL,Euronext,WISDOMTREE SILVER 3X DAILY LEVERAGED,ETF,XS3306516876,euronext_etfs,LSE::3SIL,LSE,WisdomTree Silver 3x Daily Leveraged,ETF,XS3306516876,LSE::3LSI|LSE::3SIL|XETRA::PCFH,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,Official exchange documentation confirming cross-listing treatment or distinct listing status.,"Official ISIN, name, and asset type match existing LSE listing; ISIN also listed on XETRA and other LSE ticker, confirming cross-exchange nature of WisdomTree Silver 3x Daily Leveraged ETP.",Cross-listing; automatic application would duplicate security without verifying exchange-specific listing rules.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3SIS,3SIS,Euronext,WISDOMTREE SILVER 3X DAILY SHORT,ETF,XS3306517924,euronext_etfs,LSE::3SIS,LSE,WisdomTree Silver 3x Daily Short,ETF,XS3306517924,LSE::3SIS|LSE::3SSI|XETRA::PCFG,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None for identification; cross-listing confirmation needed.,Same ISIN (XS3306517924) and official name match existing LSE listing. Consistent asset type ETF. Likely the same product cross-listed on Euronext.,Cross-listing detected; automatic application would duplicate existing instrument. Manual review required to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3SNV,3SNV,Euronext,GRANITESHARES 3X SHORT NVIDIA DAILY ETP,ETF,XS2842095676,euronext_etfs,LSE::3SNV,LSE,GraniteShares 3x Short NVIDIA Daily ETP,ETF,XS2842095676,LSE::3SNV|LSE::3SVP,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None for identification; cross-listing confirmation needed.,Same ISIN (XS2842095676) and official name match existing LSE listing. Consistent asset type ETF. Likely the same product cross-listed on Euronext.,Cross-listing detected; automatic application would duplicate existing instrument. Manual review required to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3STS,3STS,Euronext,GRANITESHARES 3X SHORT TESLA DAILY ETP,ETF,XS3075487556,euronext_etfs,LSE::3STS,LSE,GraniteShares 3x Short Tesla Daily ETP,ETF,XS3075487556,LSE::3STE|LSE::3STP|LSE::3STS,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None for identification; cross-listing confirmation needed.,Same ISIN (XS3075487556) and official name match existing LSE listing. Consistent asset type ETF. Likely the same product cross-listed on Euronext.,Cross-listing detected; automatic application would duplicate existing instrument. Manual review required to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3SUL,3SUL,Euronext,WISDOMTREE SUGAR 3X DAILY LEVERAGED,ETF,JE00BYQY7H96,euronext_etfs,LSE::3SUL,LSE,WisdomTree Sugar 3x Daily Leveraged,ETF,JE00BYQY7H96,LSE::3SUL,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None for identification; cross-listing confirmation needed.,Same ISIN (JE00BYQY7H96) and official name match existing LSE listing. Consistent asset type ETF. Likely the same product cross-listed on Euronext.,Cross-listing detected; automatic application would duplicate existing instrument. Manual review required to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3USL,3USL,Euronext,WisdomTree S&P 500 3x Daily Leveraged,ETF,IE00B7Y34M31,euronext_etfs,LSE::3USL,LSE,WisdomTree S&P 500 3x Daily Leveraged,ETF,IE00B7Y34M31,LSE::3LUS|LSE::3USL|XETRA::US9L,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,None for identification; cross-listing confirmation needed.,Same ISIN (IE00B7Y34M31) and official name match existing LSE listing. Consistent asset type ETF. Likely the same product cross-listed on Euronext.,Cross-listing detected; automatic application would duplicate existing instrument. Manual review required to link listings.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
Euronext::3USS,3USS,Euronext,WisdomTree S&P 500 3x Daily Short,ETF,IE00B8K7KM88,euronext_etfs,LSE::3USS,LSE,WisdomTree S&P 500 3x Daily Short,ETF,IE00B8K7KM88,LSE::3ULS|LSE::3USS|XETRA::US9S,official_isin|same_isin_existing_listing|exact_name_match|asset_type_consistent,ticker_reused_on_other_exchange|same_isin_existing_listing|exact_name_match,possible_duplicate_or_cross_listing,0.95,No further evidence required; matching ISIN IE00B8K7KM88 and identical name confirm cross-listing.,"Target listing on Euronext shares ISIN IE00B8K7KM88 with existing LSE listing 3USS and other same-ISIN listings (LSE::3ULS, XETRA::US9S). Name and asset type match, confirming it is the same ETF cross-listed.",Cross-listing linkage requires manual confirmation before merging or linking records.,manual_cross_listing_identity_review,"Do not merge, alias, or dedupe automatically. Confirm listing status, ISIN fungibility, exchange/MIC, instrument type, and local trading attributes before any data change.",Review as possible cross-listing using official source rows and existing listing keys; keep as source-gap/collision queue item until reviewer records listing-keyed evidence.
